식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
도토리편백집 양재시민의숲점,육류/고기,2.7,서울 서초구 강남대로6길 16 2/3층,매일 11:00 ~ 22:00,02-579-3835,58,12건
빽다방 신사사거리점,커피전문점,3.4,서울 서초구 강남대로 605 휴먼타워 1층 102호,매일 07:30 ~ 21:30,02-517-0410,130,23건
해물과차돌박이 양재점,한식,3.5,서울 서초구 강남대로12길 50 1층,월~토 11:30 ~ 22:00 · 브레이크타임 월~토 14:30 ~ 16:30,02-572-6345,74,15건
한국회관,육류/고기,4.7,서울 서초구 사평대로18길 10,매일 11:30 ~ 22:00,02-595-3355,31,11건
대찬횟집,회,4.2,서울 서초구 반포대로30길 72 지하1층,월~토 11:00 ~ 24:00,02-525-8858,31,10건
포폴라리타,이탈리안,3.1,서울 서초구 사평대로22길 41,매일 11:30 ~ 22:00,02-593-2340,102,11건
햇쌀마루,디저트카페,3.9,서울 서초구 서운로 22,월~금 07:30 ~ 22:00,02-582-9240,9,18건
맷돌로만 반포점,한식,3.7,서울 서초구 신반포로 22,,02-535-1233,16,24건
난랑 서초점,중화요리,3.1,서울 서초구 서운로 32 우진빌딩 1층,매일 11:30 ~ 21:30,,14,24건
크리에잇쿠키 방배점,디저트카페,3.8,서울 서초구 효령로 105 1층,월~금 09:00 ~ 21:00,02-582-8890,64,11건
보글이 생태탕왕코다리 서초구청점,해물/생선,4.6,서울 서초구 강남대로37길 56-18,매일 11:00 ~ 23:00,02-521-7707,46,13건
퀸즈가든,샤브샤브,2.2,서울 서초구 강남대로53길 7 애니타워 지하1층,매일 11:00 ~ 22:00,02-522-0531,97,17건
서귀포 오분작전복뚝배기,굴/전복,3.1,서울 서초구 서초대로46길 25 창영빌딩 지하1층,월~토 11:00 ~ 22:00,02-523-9898,20,26건
이심전심 언양불고기 본점,불고기/두루치기,4.6,서울 서초구 서초중앙로22길 18,월~토 11:30 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-585-0600,37,10건
카페마마스 강남역점,카페,3.0,서울 서초구 서운로 138 동아타워 1층,,02-584-1260,127,38건
허수아비돈까스 본점,돈까스/우동,3.6,서울 서초구 반포대로 16,매일 11:00 ~ 20:30,02-582-1187,52,24건
비엔나커피하우스 방배점,커피전문점,4.5,서울 서초구 방배로 126 석하빌딩,월~금 08:30 ~ 23:00,02-585-1683,28,2건
브리오슈도레 사당역점,디저트카페,3.9,서울 서초구 동작대로 10 1~3층,매일 09:00 ~ 22:00,02-582-6366,42,7건
오뗄두스 서래본점,디저트카페,3.5,서울 서초구 서래로10길 9,월/화/수/목/일 10:00 ~ 21:00,02-595-5705,46,22건
규스홈 레스토랑,이탈리안,4.3,서울 서초구 방배천로 62 1층,월~금 12:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-598-5584,27,14건
이가해장국,해장국,4.6,서울 서초구 사평대로57길 7 1층,월~금 09:00 ~ 24:00,02-515-1199,49,23건
마구로센 남부터미널점,참치회,4.4,서울 서초구 반포대로14길 58 2층,월~금 11:00 ~ 22:30 · 브레이크타임 월~토 14:00 ~ 17:00,02-598-5537,19,14건
4560디자인하우스,갤러리카페,4.5,서울 서초구 매헌로 16 하이브랜드 3층,매일 11:00 ~ 21:00,010-7412-4560,102,30건
이수족발,족발/보쌈,3.6,서울 서초구 방배천로4길 42,매일 12:00 ~ 23:00,02-534-0303,139,10건
초초베이크숍,디저트카페,3.3,서울 서초구 남부순환로 2419 아트빌딩 1층,월~토 10:30 ~ 22:00,02-3471-1220,29,12건
마오 양재점,중화요리,2.8,서울 서초구 양재천로 105,매일 11:30 ~ 01:00,02-571-8875,15,33건
제주은희네해장국 예술의전당점,해장국,4.1,서울 서초구 반포대로12길 14 1층,매일 07:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 16:30,02-587-2220,15,15건
인기명 이수점,해물/생선,3.9,서울 서초구 방배천로 92 109~112호,영업시간 월~금 17:00 ~ 22:00,02-3472-4388,44,10건
어랑생선밥상,해물/생선,3.6,서울 서초구 사평대로55길 21-2 1층,월~금 10:30 ~ 21:30,02-516-3690,46,17건
우들목 서초점,육류/고기,3.4,서울 서초구 강남대로51길 1 511타워 지하1층,매일 11:00 ~ 23:00,02-3474-9292,21,16건
소백관 한우가마솥곰탕,곰탕,4.5,서울 서초구 청계산로 91,매일 09:00 ~ 22:00,02-579-5998,48,22건
동달식당 강남본점,육류/고기,3.1,서울 서초구 서운로 133,월~토 11:00 ~ 23:00,02-3471-9700,45,11건
군산 은모래해물탕아구찜 본점,매운탕/해물탕,2.3,서울 서초구 방배천로4길 8,매일 11:00 ~ 24:00,02-588-2320,79,3건
세광양대창 교대2호점,곱창/막창,4.8,서울 서초구 서초대로46길 99 2층,영업시간 매일 17:00 ~ 03:00,02-587-8188,41,35건
해우담 본점,한정식,3.8,서울 서초구 강남대로 349,월~금 11:30 ~ 22:00,02-522-4211,6,5건
이자카야 공감 강남역점,일본식주점,2.8,서울 서초구 강남대로65길 7,영업시간 매일 16:00 ~ 07:00,02-533-6618,45,8건
서호김밥 본점,분식,3.1,서울 서초구 방배중앙로 141-1,,02-594-4434,44,38건
교대수산 교대점,회,3.4,서울 서초구 사임당로 85,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 16:00,02-597-1771,19,14건
영주축협한우프라자 청계산역점,육류/고기,2.9,서울 서초구 청계산로 197 4/ 5층,매일 11:00 ~ 21:30,02-579-9292,13,7건
전주청국장,찌개/전골,3.7,서울 서초구 나루터로 70 1층,매일 07:00 ~ 02:00,02-541-3579,82,14건
밀갸또,제과/베이커리,4.1,서울 서초구 서초대로58길 37,매일 11:00 ~ 21:00,02-585-9997,40,40건
시올돈,돈까스/우동,4.2,서울 서초구 동광로3길 91 103호,화~일 11:30 ~ 20:00 · 브레이크타임 화~일 15:00 ~ 17:30,070-8777-3679,47,20건
폴바셋 강남삼성타운점,커피전문점,3.5,서울 서초구 서초대로78길 22 홍우제2빌딩 1층,월~금 07:00 ~ 22:30,02-523-5656,32,12건
언니가 숨겨놓은과자상자,디저트카페,4.1,서울 서초구 방배천로8길 36 1층,월~토 11:00 ~ 20:00,02-6959-7666,83,29건
우진가 교대점,갈비,4.3,서울 서초구 법원로4길 32 부민빌딩 지하1층,영업시간 월~금 17:00 ~ 23:00,02-537-4234,13,6건
서동한우 강남점,육류/고기,3.9,서울 서초구 서초대로74길 29 서초파라곤오피스텔 2층,매일 11:00 ~ 23:00,02-3474-9297,47,11건
마라공방 교대점,중화요리,4.3,서울 서초구 반포대로28길 54 1층,매일 10:30 ~ 22:30,,90,8건
미카도스시 교대점,초밥/롤,3.4,서울 서초구 서초중앙로26길 11 1층 101호,매일 11:30 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,02-3477-3977,86,7건
오토김밥 서초직영점,분식,4.4,서울 서초구 서초중앙로22길 90,월~토 09:00 ~ 20:00,02-522-0188,26,13건
라파티세리킴,제과/베이커리,4.7,서울 서초구 방배로 16 주심빌딩 1층,매일 07:30 ~ 23:00,02-587-1470,67,11건
다피타 2호점,이탈리안,3.8,서울 서초구 반포대로23길 32 1층,매일 11:30 ~ 22:00,02-521-5147,9,13건
스타벅스 몬테소리점,커피전문점,3.8,서울 서초구 강남대로 399 한국몬테소리 빌딩,월~금 07:00 ~ 22:00,1522-3232,16,24건
오늘와인한잔 교대점,와인바,4.1,서울 서초구 반포대로26길 75 1층,영업시간 매일 15:00 ~ 03:00,02-598-2353,27,8건
금복주류 강남역점,호프/요리주점,3.7,서울 서초구 강남대로65길 9 1층,월/화/수/목/일 12:00 ~ 05:00,02-535-2498,80,10건
금강바비큐치킨,치킨,4.0,서울 서초구 사평대로 349,매일 11:00 ~ 07:00,02-511-0976,22,13건
마포네숯불돼지갈비,갈비,2.4,서울 서초구 강남대로 184,매일 12:00 ~ 21:30,02-575-4088,15,20건
공리 신사점,중화요리,2.7,서울 서초구 신반포로47길 93 1층,매일 00:00 ~ 24:00,02-546-7474,182,14건
파운드로컬,카페,3.2,서울 서초구 나루터로 65 1층,,02-3447-8005,90,19건
돼지대첩,육류/고기,4.2,서울 서초구 동산로 13,매일 11:00 ~ 23:00,,81,15건
수미관,한정식,4.5,서울 서초구 서초중앙로2길 38,매일 10:00 ~ 22:00,02-582-0707,51,8건
디토 서초점,이탈리안,4.7,서울 서초구 명달로 94 1층,화~금 13:00 ~ 22:00,02-3471-7021,10,6건
한우만,육류/고기,2.5,서울 서초구 효령로 216,,02-588-1727,18,17건
남도술상,호프/요리주점,1.0,서울 서초구 방배천로 12-11 지하1층,영업시간 매일 16:00 ~ 22:00,02-598-8040,32,7건
맥도날드 양재SK DT점,패스트푸드,2.8,서울 서초구 바우뫼로 178,매일 00:00 ~ 24:00,070-7017-1446,8,29건
성민양꼬치,양꼬치,3.7,서울 서초구 방배천로2길 27,,02-583-8859,26,11건
레프레미스,제과/베이커리,4.3,서울 서초구 남부순환로337길 36 1층,,02-571-3127,61,28건
김영모과자점 서초동성당점,제과/베이커리,3.5,서울 서초구 서초대로64길 41-4,매일 08:30 ~ 22:30,02-3473-5484,40,24건
사가라멘 강남역점,일본식라면,3.3,서울 서초구 서초대로77길 9 누드죤빌딩 1층 102호,매일 11:00 ~ 22:00,02-535-6775,110,26건
맛집곱창구이,곱창/막창,2.8,서울 서초구 방배천로2안길 23,영업시간 월~토 14:00 ~ 01:00,02-521-9667,135,12건
설봄 방배동본점,떡/한과,4.2,서울 서초구 방배중앙로 172 1층,매일 08:00 ~ 18:00,02-536-3310,14,5건
양재해장국,해장국,2.6,서울 서초구 강남대로10길 11,매일 00:00 ~ 24:00,02-575-5668,30,22건
오코다리 방배점,해물/생선,4.5,서울 서초구 방배로 62 성산빌딩 1/2층,매일 11:30 ~ 21:00,02-3487-5559,19,6건
스마일포장마차,실내포장마차,4.3,서울 서초구 신반포로 49 반포상가 M동 1층 13호,영업시간 매일 17:00 ~ 05:00,02-534-0236,33,8건
카페도킹,카페,4.4,서울 서초구 동산로19길 54,월~금 09:00 ~ 23:00,070-7757-1207,54,8건
그릿918,디저트카페,3.1,서울 서초구 법원로2길 24,매일 08:00 ~ 02:00,02-535-0918,20,27건
바세츠아이스크림 양재본점,아이스크림,4.4,서울 서초구 동산로 7 1층,월~금 11:00 ~ 22:30,02-575-5229,68,19건
해이케이크샵,제과/베이커리,4.6,서울 서초구 방배천로2안길 69 1층 103호,월/화/수요일,070-7617-0084,28,21건
라모라,이탈리안,4.2,서울 서초구 동광로39길 50 2층,월~토 12:00 ~ 22:30 · 브레이크타임 월~토 14:00 ~ 18:00,02-595-3997,45,22건
봇타야산,철판요리,4.1,서울 서초구 방배중앙로 214 배원빌딩 2층,영업시간 화~일 17:30 ~ 23:00,02-532-6565,85,11건
남우정 양재본점,육류/고기,2.8,서울 서초구 언남길 76,매일 11:30 ~ 22:00,02-579-5826,30,9건
선선어가 교대점,회,3.0,서울 서초구 반포대로30길 39 1층,영업시간 매일 15:00 ~ 01:30,02-597-7388,33,2건
여진족,족발/보쌈,3.3,서울 서초구 방배천로4안길 12 지하1층/1층,영업시간 매일 15:00 ~ 23:00,02-3473-3479,42,10건
스타벅스 서울웨이브아트센터점,커피전문점,3.8,서울 서초구 잠원동 149,월~금 08:00 ~ 22:00,1522-3232,262,39건
강남명전,한식,3.3,서울 서초구 강남대로65길 12,영업시간 매일 16:30 ~ 02:30,070-4348-3371,72,13건
스시카네,초밥/롤,3.7,서울 서초구 서초중앙로26길 6 린빌딩 2층,월~금 12:00 ~ 21:30,,68,15건
갈릭&페퍼,이탈리안,2.4,서울 서초구 서초중앙로20길 40,,02-523-9114,74,25건
크리스탈제이드 파미에스테이션점,중화요리,3.7,서울 서초구 사평대로 205 파미에스테이션 1층,매일 11:00 ~ 21:00,02-599-8818,116,64건
바바인디아 강남역점,인도음식,3.2,서울 서초구 강남대로 359 대우도씨에빛2차 2층,매일 11:30 ~ 22:00,02-521-4588,78,13건
우리황소곱창,곱창/막창,4.1,서울 서초구 방배천로2길 41,영업시간 매일 15:30 ~ 24:00,02-586-8683,42,25건
모스버거 강남서초점,패스트푸드,3.8,서울 서초구 서초대로78길 28 스퀘어큐브 1층,월~금 08:00 ~ 22:00,02-522-0799,37,20건
오늘와인한잔 사당점,와인바,4.3,서울 서초구 방배천로4길 15,영업시간 월~목 15:00 ~ 03:00,02-6465-9555,31,10건
대구형제막창 방배점,곱창/막창,4.1,서울 서초구 서초대로 22,,02-3474-1219,31,18건
방탈출 넥스트에디션 강남3호점,테마카페,3.9,서울 서초구 강남대로65길 7 5층,매일 11:00 ~ 23:00,0507-600-1203,36,13건
슈토 3호점,일식집,3.9,서울 서초구 강남대로 261 지하 1층,영업시간 월~토 17:30 ~ 01:00,0507-1389-0215,12,11건
커피라운지55 예술의전당 본점,커피전문점,4.6,서울 서초구 반포대로 9 1층,월~금 10:00 ~ 18:00,02-525-7705,12,12건
스타벅스 강남삼성타운점,커피전문점,4.0,서울 서초구 서초대로78길 24,월~금 06:30 ~ 22:00,1522-3232,20,29건
우와정,육류/고기,4.0,서울 서초구 사평대로26길 8 1층,매일 11:03 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-6207-2211,12,2건
더브레드블루 서초점,제과/베이커리,3.5,서울 서초구 서초중앙로8길 17 1층,월~토 10:00 ~ 21:00,070-4128-0721,49,10건
리프레셔스,카페,4.3,서울 서초구 방배중앙로 157 B동 1층,화~일 11:00 ~ 21:00,,49,20건
경복궁 서초점,한정식,2.8,서울 서초구 서초중앙로 195 경복궁빌딩 3/4층,매일 11:30 ~ 22:00,02-3482-3030,28,6건
더진미평냉,냉면,4.1,서울 서초구 서초중앙로 58 피앤디 솔로빌 지하2층,매일 11:00 ~ 21:30,02-525-8839,21,28건
청담동마녀김밥 강남역점,분식,2.9,서울 서초구 사임당로 180 보원빌딩 1층 103호,,02-583-1119,44,23건
박경자식당,술집,4.2,서울 서초구 신반포로47길 9-15 1층,영업시간 월~토 18:00 ~ 24:00,02-6104-4005,57,15건
순대실록 센트럴시티점,순대,4.2,서울 서초구 신반포로 176 1.5층 8호,,02-6282-5338,85,35건
소울버킷,햄버거,4.3,서울 서초구 서초중앙로 75 202호,월~토 11:30 ~ 20:00,070-8839-3314,41,27건
대촌,육류/고기,4.5,서울 서초구 방배중앙로25길 6,영업시간 월~금 16:00 ~ 23:00,02-591-4956,9,8건
대판수사,일식집,3.0,서울 서초구 방배로10길 10-4,매일 11:00 ~ 22:30,02-522-4555,34,6건
아카사카,일식,3.9,서울 서초구 서초대로74길 23 서초타운트라팰리스 지하1층 2호,월~토 11:00 ~ 22:30,02-585-1145,18,7건
마음은콩밭에 교대본점,한정식,3.4,서울 서초구 서초대로56길 9,매일 11:00 ~ 22:00,02-581-0083,26,20건
올리앤 양재점,패밀리레스토랑,3.1,서울 서초구 양재천로15길 1 1층,매일 11:00 ~ 22:00,02-577-9006,45,18건
스시사랑,초밥/롤,3.5,서울 서초구 반포대로26길 10 진흥펠리체 1층 101호,월~토 12:00 ~ 23:00 · 브레이크타임 월~토 14:30 ~ 18:00,02-525-2672,33,20건
아티제 서초역점,제과/베이커리,4.1,서울 서초구 반포대로27길 16 파크빌딩 1층,매일 07:00 ~ 22:30,02-3473-2155,24,9건
파리크라상 반포서래점,제과/베이커리,4.3,서울 서초구 서래로5길 2,매일 07:00 ~ 23:00,02-3478-9139,37,23건
황금콩밭,두부전문점,3.3,서울 서초구 반포대로30길 66 성도빌딩 1층,월~금 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-522-2092,38,12건
엔트런스,카페,4.3,서울 서초구 사임당로19길 72-3,화~금 10:00 ~ 20:00,010-8674-9366,34,14건
갓포아키 서래마을점,일식집,4.9,서울 서초구 동광로 113,영업시간 월~토 18:00 ~ 01:00,02-535-8662,26,7건
선화의고기 방배본점,육류/고기,4.0,서울 서초구 서초대로24길 9 1층,,02-3486-5505,125,13건
스타마라탕,중화요리,4.4,서울 서초구 서초대로46길 109 지하1층,매일 11:30 ~ 23:00,0507-1351-0812,30,20건
