식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
던킨도너츠 길음뉴타운점,도넛,4.4,서울 성북구 길음로7길 6 길음뉴타운9단지래미안 상가 1층 1-17호,매일 08:00 ~ 22:00,02-6349-1007,1,5건
이리카페,카페,4.0,서울 성북구 화랑로32길 111,월/화/수/목/일 11:00 ~ 01:00,070-8161-7864,8,11건
모임터찜칼국수,국수,4.1,서울 성북구 동소문로17길 26,화~일 11:00 ~ 22:00,02-953-3309,8,7건
정담초밥,초밥/롤,4.8,서울 성북구 삼양로 62,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-982-5557,8,10건
북경양꼬치,양꼬치,3.1,서울 성북구 동소문로20나길 30 2층,영업시간 매일 15:00 ~ 03:00,02-926-3800,175,7건
설빙 성신여대점,디저트카페,1.7,서울 성북구 동소문로22길 36 2/ 3층,매일 11:00 ~ 23:00,070-4127-9230,18,15건
써브웨이 성신여대점,샌드위치,1.8,서울 성북구 보문로34길 78,매일 08:00 ~ 22:00,02-923-4010,10,25건
카페256,카페,2.7,서울 성북구 성북동 256-4,화~일 10:00 ~ 22:00,,30,10건
와카바스시,초밥/롤,4.0,서울 성북구 길음로 33 2층,,02-911-5055,8,4건
내손안의중식당오즈,중식,3.9,서울 성북구 아리랑로 24 1층,월/화요일,02-921-7770,13,19건
성북동마카롱,디저트카페,4.3,서울 성북구 성북로6가길 1 1층,월/화/수/일요일,02-744-5810,7,11건
푸라닭치킨 성신여대점,치킨,4.2,서울 성북구 보문로30나길 35 1층,영업시간 월~금 15:00 ~ 24:00,02-923-9206,26,6건
가부 보문점,중화요리,4.2,서울 성북구 보문로 78 브라운호텔 1층 101/104호,화~일 11:00 ~ 21:00,02-922-2182,12,5건
서울쌈냉면 고대점,냉면,3.6,서울 성북구 개운사길 21-4,매일 10:00 ~ 20:30,02-929-4610,30,27건
고피자 고대안암점,피자,2.6,서울 성북구 고려대로27길 24-2 1층,매일 11:00 ~ 23:00,070-4116-9981,36,5건
반듯한잔,퓨전요리,4.5,서울 성북구 동소문로22길 80,월/화/목/금/토 11:30 ~ 02:00 · 브레이크타임 월/화/목/금/토/일 15:00 ~ 17:30,02-942-5577,42,15건
스패로우,호프/요리주점,4.5,서울 성북구 동소문로20가길 50,영업시간 매일 17:00 ~ 03:00,070-4147-4220,61,2건
제주은희네해장국 성북길음점,해장국,3.4,서울 성북구 정릉로 307 상가동 B101/B102호,매일 09:00 ~ 22:00,02-909-5303,7,7건
홍곱창 동덕여대점,곱창/막창,4.6,서울 성북구 화랑로5길 32,영업시간 월~토 15:00 ~ 01:00,02-943-2700,15,5건
서민스시,일식집,4.4,서울 성북구 화랑로25길 20,매일 11:30 ~ 23:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-912-0912,23,17건
프릭타이,태국음식,4.0,서울 성북구 회기로 7 1층,월~토 11:00 ~ 22:00,010-8538-5872,26,24건
키웨스트커피,커피전문점,3.8,서울 성북구 보국문로16길 2,매일 10:30 ~ 01:00,070-8846-3353,3,9건
민님,갤러리카페,3.5,서울 성북구 보문로30길 74-1,매일 11:00 ~ 23:00,02-921-2694,12,11건
우리밀국시,국수,3.2,서울 성북구 혜화로 84-2,매일 09:00 ~ 22:00,02-745-3764,11,13건
ANOTHER H,카페,2.9,서울 성북구 장월로1길 56-9,매일 09:00 ~ 23:00,02-6082-2819,9,9건
도니락 길음본점,육류/고기,5.0,서울 성북구 삼양로 61-1,영업시간 월~금 17:00 ~ 23:00,02-3292-9233,15,2건
쓰리로보스,호프/요리주점,4.6,서울 성북구 동소문로20다길 25 2층,영업시간 매일 17:00 ~ 02:00,070-4201-0111,18,8건
카페피버,카페,3.8,서울 성북구 화랑로 265 1/2층,매일 09:30 ~ 22:00,02-6225-2188,35,19건
한성대양꼬치,양꼬치,4.6,서울 성북구 동소문로6길 14-31,,02-911-9000,19,13건
아구와해물마을,아구,5.0,서울 성북구 화랑로11길 7 2층,,02-943-4477,14,8건
이드에비뉴,카페,4.7,서울 성북구 동소문로26나길 31,매일 12:00 ~ 22:00,,16,21건
어바웃,카페,4.9,서울 성북구 장월로1마길 5,월~금 10:00 ~ 23:00,,15,9건
노브랜드버거 고려대점,패스트푸드,3.9,서울 성북구 고려대로24길 51 1층,매일 10:00 ~ 22:00,02-921-6251,21,8건
카페평행선,카페,4.5,서울 성북구 고려대로13길 46 1층,화요일,,45,10건
봉차이나,중화요리,4.2,서울 성북구 종암로28길 61,화~일 10:30 ~ 21:30 · 브레이크타임 화~일 15:00 ~ 17:00,02-6012-7731,20,12건
투썸플레이스 보문역점,커피전문점,4.0,서울 성북구 보문로 125 1층,매일 08:00 ~ 23:00,02-926-1130,3,4건
레브커피,카페,4.5,서울 성북구 장위로40다길 19 1층,월~금 10:00 ~ 22:00,070-7681-7384,2,17건
홍연집,참치회,4.3,서울 성북구 삼선교로 44,,02-741-3782,7,9건
스시M,초밥/롤,5.0,서울 성북구 보문로 91 2층,매일 11:30 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-926-1881,18,4건
브라운돈까스&호프 성북구청점,돈까스/우동,4.3,서울 성북구 보문로 147 2층,,02-953-7707,8,15건
식샤,일식,2.9,서울 성북구 성북로5길 15 1층,매일 11:30 ~ 24:00,0507-1313-6252,26,20건
착한짬뽕 더 착한탕수육,중화요리,3.1,서울 성북구 월곡로18길 4,월~토 11:00 ~ 21:00 · 브레이크타임 월~토 15:00 ~ 17:00,02-6015-3559,22,9건
오박사네돈까스전문점 고대점,돈까스/우동,3.2,서울 성북구 북악산로 1055,매일 10:40 ~ 21:30,02-922-9759,11,9건
카페후프,카페,4.8,서울 성북구 장월로 126 1층,화~일 12:00 ~ 21:00,070-8806-8488,18,15건
BHC치킨 성신여대점,치킨,1.4,서울 성북구 동소문로20길 37-8,매일 12:00 ~ 24:00,02-921-7979,9,19건
명태명가 월곡점,해물/생선,3.0,서울 성북구 오패산로10길 30,매일 11:00 ~ 22:00,02-997-0330,7,5건
오름1077,카페,3.2,서울 성북구 삼양로2길 6-6 1층,영업시간 월~금 15:00 ~ 24:00,02-985-1077,16,5건
교동짬뽕,중화요리,2.5,서울 성북구 돌곶이로 65-6 1층,,02-967-1352,8,8건
홍두깨손칼국수,국수,3.9,서울 성북구 보문로40길 5,매일 10:00 ~ 22:00,02-953-5595,11,11건
화포식당 길음뉴타운점,육류/고기,4.0,서울 성북구 길음로 33 2층,매일 11:00 ~ 23:00,02-942-1284,27,4건
방이샤브샤브칼국수 성신여대점,샤브샤브,3.5,서울 성북구 동소문로20가길 56 1층,월/화/목/금/토/일 10:00 ~ 22:00,02-921-4233,12,4건
투썸플레이스 종암점,커피전문점,4.3,서울 성북구 종암로 103 1/2층,매일 07:00 ~ 23:00,02-2038-7699,2,3건
신진원,중화요리,3.8,서울 성북구 지봉로20길 43,,02-923-4405,12,5건
골목집,실내포장마차,4.3,서울 성북구 보문로13나길 29,,,11,3건
김미자당진아구동태찜탕 돌곶이점,해물/생선,4.9,서울 성북구 돌곶이로 47,,02-957-5949,0,8건
산골닭갈비,닭요리,5.0,서울 성북구 한천로78길 59,매일 11:00 ~ 24:00,02-960-3131,11,6건
어영차장어야,장어,4.7,서울 성북구 동소문로 325,매일 11:00 ~ 24:00,02-981-1188,13,26건
강동수초밥,초밥/롤,1.8,서울 성북구 솔샘로4길 12-1,월~토 11:30 ~ 21:00 · 브레이크타임 월~토 14:30 ~ 17:00,02-943-3493,57,5건
호호야채순대곱창전문점,곱창/막창,4.3,서울 성북구 종암로18길 3-2,,02-943-8921,2,3건
비나레스토랑 2호점,인도음식,5.0,서울 성북구 고려대로24길 3-42 2층,월/화/수/목/금/일 11:00 ~ 22:00,02-928-5860,16,4건
정릉곤드레밥,한식,3.8,서울 성북구 보국문로18가길 5-13 1층,화요일,02-919-1846,2,20건
할매닭갈비,닭요리,3.9,서울 성북구 동소문로20길 37-10 1층,매일 12:00 ~ 01:00,02-928-0356,18,8건
토리아에즈 정릉점,일본식주점,4.4,서울 성북구 아리랑로19길 23 1층,영업시간 매일 15:00 ~ 02:00,02-909-7789,23,43건
겨울과봄사이,제과/베이커리,4.5,서울 성북구 성북로8길 12-6 1층,월/화/수/목/일요일,02-6082-0220,15,8건
언더그라운드커피웍스,카페,5.0,서울 성북구 정릉로6길 23,월~토 11:00 ~ 22:00,010-2352-8505,3,5건
