식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
종로곱창막창닭갈비,닭요리,3.3,서울 구로구 남부순환로97길 20-10 1층,,,28,8건
놀숲 고척점,만화카페,5.0,서울 구로구 경인로47길 113 2층,매일 11:00 ~ 24:00,070-4138-0221,3,1건
메가커피 오류남부점,커피전문점,4.5,서울 구로구 오류로8길 20,,02-2688-4792,2,4건
어사출또 신도림점,회,2.0,서울 구로구 새말로 110,,02-860-8255,7,5건
카페126,카페,5.0,서울 구로구 고척로30길 6,월/화/목/금/토/일 10:00 ~ 24:00,010-3267-9499,4,2건
광명대창집 신도림점,곱창/막창,5.0,서울 구로구 공원로6나길 26 1층 101호,,,74,2건
광희네칼국수,국수,3.9,서울 구로구 구로동로26길 16,,,21,7건
탐앤탐스 신도림점,커피전문점,3.0,서울 구로구 경인로 661 신도림1차 푸르지오1층,매일 08:00 ~ 01:00,02-3439-7887,1,2건
순이네황소곱창구이,곱창/막창,5.0,서울 구로구 디지털로32길 97-22,,02-839-0539,14,1건
정이가네아구 개봉점,아구,3.0,서울 구로구 개봉로3길 69,매일 11:00 ~ 22:00,02-2685-5959,4,4건
스타벅스 드림마크원점,커피전문점,4.7,서울 구로구 디지털로31길 61 드림마크원데이터센터 1층,월~금 07:00 ~ 17:00,1522-3232,1,3건
뉴욕야시장 신도림점,호프/요리주점,3.0,서울 구로구 공원로6나길 36 1층,영업시간 매일 16:00 ~ 04:00,02-856-7001,11,2건
신들린술집 구로디지털점,호프/요리주점,2.3,서울 구로구 디지털로32나길 29 1층,영업시간 매일 16:00 ~ 07:00,02-835-4472,28,6건
RUE407,카페,2.6,서울 구로구 공원로8길 37,,02-853-3737,4,5건
두리하나다울카페,카페,5.0,서울 구로구 개봉로23길 10,월~금 09:00 ~ 21:00,02-2681-1399,2,1건
비밀시그니쳐 디큐브시티점,이탈리안,2.9,서울 구로구 경인로 662 6층 식당가,매일 11:00 ~ 22:00,02-2210-9644,46,14건
미스사이공 신도림점,베트남음식,4.0,서울 구로구 경인로 661 신도림푸르지오1차 상가동 176-1/ 177호,매일 11:00 ~ 21:00,02-2636-0420,16,7건
우장창창 고척점,곱창/막창,4.7,서울 구로구 중앙로6길 43,,02-2632-0979,16,7건
헬로베트남쌀국수 구로디지털단지점,동남아음식,1.7,서울 구로구 디지털로32가길 1 윤경빌딩 1층,매일 10:00 ~ 22:00,02-853-5004,13,7건
롯데시티호텔 구로 씨카페,뷔페,5.0,서울 구로구 디지털로 300 3층,매일 06:30 ~ 22:00 · 브레이크타임1 매일 10:00 ~ 12:00 · 브레이크타임2 매일 14:30 ~ 18:00,02-6210-1090,18,1건
제면청년,국수,4.8,서울 구로구 경인로40길 47 개봉역사 3층 6호,매일 11:00 ~ 21:00,02-3666-9797,34,8건
스시윤,초밥/롤,4.6,서울 구로구 고척로 121,화요일,02-6221-2878,2,7건
원정숯불닭바베큐 본점,닭요리,3.5,서울 구로구 경인로 196,매일 09:00 ~ 24:00,02-2613-4925,4,4건
코젤다크하우스 신도림점,호프/요리주점,4.5,서울 구로구 경인로 661 신도림푸르지오1차 1층 164호,영업시간 매일 16:00 ~ 02:00,02-423-0910,19,2건
새벽집,한식,2.3,서울 구로구 경인로 661,,02-2633-0202,7,3건
동대문엽기떡볶이 개봉점,떡볶이,2.8,서울 구로구 개봉로20길 54 1/2층,매일 11:00 ~ 23:30,02-2686-8592,15,8건
남도식당,한정식,4.5,서울 구로구 신도림로 7,매일 11:00 ~ 22:00,02-823-5842,8,2건
중국성,중화요리,2.6,서울 구로구 서해안로26길 12 1층,,02-2685-6444,4,5건
상하이포차,호프/요리주점,3.3,서울 구로구 새말로 102,영업시간 월~토 16:00 ~ 02:00,02-860-5698,18,7건
개성손만두요리전문점 개봉점,한식,5.0,서울 구로구 고척로30길 6 1층,,02-2615-0949,5,1건
굽네치킨 구로5동점,치킨,2.3,서울 구로구 구로중앙로28길 31 성화빌딩 1층,매일 12:00 ~ 23:30,02-858-9294,6,3건
진스시,초밥/롤,0.0,서울 구로구 경인로47길 58 102호,월~토 11:30 ~ 22:00,02-2611-9633,10,0건
이스탄불케밥 구로3호점,터키음식,5.0,서울 구로구 구로동 797-66,,,3,8건
낭만해물,해물/생선,5.0,서울 구로구 가마산로 229,매일 10:00 ~ 24:00,02-864-1089,27,1건
설빙 오류동역점,디저트카페,2.1,서울 구로구 경인로20길 10 2층,매일 11:00 ~ 22:00,02-3666-0397,7,7건
피맥 3호점,호프/요리주점,4.0,서울 구로구 공원로6다길 10 지하 1층,영업시간 월~토 17:00 ~ 04:00,02-851-1001,16,2건
본죽&비빔밥cafe 구로디지털역점,퓨전한식,4.2,서울 구로구 시흥대로 557,매일 09:30 ~ 22:00,02-855-6282,2,6건
벳비엣,베트남음식,4.6,서울 구로구 새말로16길 23 1층,화요일,02-868-7784,18,30건
좀비곱창,곱창/막창,4.4,서울 구로구 개봉로23가길 76,영업시간 월~토 17:00 ~ 24:00,02-2060-6969,21,8건
신도림김밥,분식,4.2,서울 구로구 경인로67길 23,매일 00:00 ~ 24:00,02-3667-7544,8,15건
60계 구로디지털단지점,치킨,3.7,서울 구로구 디지털로32나길 4 1층,영업시간 매일 17:00 ~ 01:00,02-865-0044,23,3건
약초마을,오리,3.8,서울 구로구 부일로 873 2층,,02-2617-3939,1,5건
시골집,사철탕/영양탕,5.0,서울 구로구 구로중앙로 19,,02-864-7278,0,4건
구영회참치&초밥 구로본점,초밥/롤,3.2,서울 구로구 가마산로 229 성보빌딩 1층,월~금 14:00 ~ 16:30,02-853-1580,11,6건
전주맛집,한식,4.0,서울 구로구 경인로47길 82-1,,02-2618-8047,4,10건
수상한포차 고척근린공원점,실내포장마차,0.0,서울 구로구 중앙로 101,,02-2611-1477,0,0건
메가커피 구로디지털단지역점,커피전문점,5.0,서울 구로구 디지털로31길 41 110호,월~금 07:00 ~ 21:00,,6,1건
이가참치,참치회,2.9,서울 구로구 경인로67길 23,매일 11:00 ~ 01:00,02-2631-5050,1,7건
파리바게뜨 구로제일점,제과/베이커리,3.6,서울 구로구 시흥대로 569 1/2층,,02-858-8225,5,5건
골목길,육류/고기,3.0,서울 구로구 디지털로32나길 17-19,매일 11:00 ~ 23:00,02-859-9294,31,2건
백년불고기 개봉점,육류/고기,5.0,서울 구로구 개봉로11길 13 1층,,02-2060-8288,17,3건
종로계림닭도리탕원조 구로디지털단지점,닭요리,5.0,서울 구로구 디지털로34길 43 1층 103호,월~토 11:00 ~ 22:00,02-868-1965,63,6건
카페우물,카페,4.9,서울 구로구 공원로6나길 5-6 1층,월~목 07:30 ~ 22:00,02-830-5238,11,12건
본가설렁탕 구로점,설렁탕,1.0,서울 구로구 디지털로32길 97-39,매일 00:00 ~ 24:00,02-865-1255,25,1건
이자카야나무 구로디지털단지점,일본식주점,4.2,서울 구로구 디지털로32나길 38 서림빌딩 2층,매일 11:00 ~ 22:00,02-856-6787,8,5건
진미명가,한식,3.8,서울 구로구 구로중앙로19나길 8,,,6,4건
에머이 구로점,베트남음식,3.6,서울 구로구 디지털로31길 12 태평양물산IT빌딩 1층 107호,매일 11:00 ~ 22:00,02-852-0788,13,11건
구두레돌솥쌈밥,쌈밥,3.7,서울 구로구 중앙로 9 3층,,02-2060-2259,11,6건
보쌈제복 구로디지털점,족발/보쌈,3.8,서울 구로구 디지털로 306 대륭포스트타워2차 1층 101-2호,매일 11:00 ~ 23:00,02-856-8253,55,4건
연안식당 고척점,해물/생선,3.5,서울 구로구 목동남로 6 현준프라자 1층,매일 11:00 ~ 22:00,02-2682-6092,40,4건
바다회사랑,회,5.0,서울 구로구 디지털로31길 81,,02-856-3359,3,3건
서울안심축산,육류/고기,2.0,서울 구로구 새말로 89,,02-830-4661,3,4건
크리스피크림도넛 개봉역점,도넛,5.0,서울 구로구 경인로40길 47 2층,매일 07:00 ~ 23:00,02-2619-2617,2,1건
푸라닭치킨 개봉1호점,치킨,3.8,서울 구로구 경인로31길 68,매일 14:00 ~ 02:00,02-2611-1519,13,6건
도림식당,한식,5.0,서울 구로구 공원로8길 45 1층,영업시간 월~금 15:30 ~ 24:00,02-865-0901,37,3건
한솥도시락 구로호텔점,도시락,2.1,서울 구로구 디지털로32가길 16 파트너스타워 2차 102호,매일 07:30 ~ 21:30,02-2028-3337,4,12건
정식당,육류/고기,4.3,서울 구로구 디지털로26길 123 코오롱지플러스타워 1층 101/102호,매일 11:30 ~ 23:00 · 브레이크타임 매일 15:00 ~ 17:00,02-6969-7878,67,4건
마초짬뽕,중화요리,4.1,서울 구로구 가마산로25길 8,매일 11:00 ~ 20:00,02-862-1036,14,12건
반포식스 구로점,동남아음식,2.4,서울 구로구 디지털로31길 20 에이스테크노타워 5차 1층 101~102호,매일 11:00 ~ 22:00,02-2109-0200,24,12건
샐러디 구로디지털단지점,샐러드,3.5,서울 구로구 디지털로 306 대륭포스트타워2차 1층,월~금 08:00 ~ 21:00,02-839-9553,26,13건
뚜레쥬르 구로디지털직영점,제과/베이커리,4.9,서울 구로구 디지털로32길 79 1층,,02-853-9215,13,8건
본죽 신도림역포스빌점,죽,5.0,서울 구로구 새말로 102 신도림포스빌 1층 134호,매일 09:30 ~ 21:30,02-860-8686,4,1건
롤링핀 신도림점,제과/베이커리,3.3,서울 구로구 경인로 661 111호,매일 08:00 ~ 23:00,02-2677-6327,39,9건
남원골추어탕,추어,4.2,서울 구로구 개봉로23가길 10,매일 10:30 ~ 21:00,02-2060-5292,3,5건
걸작떡볶이치킨 서울구로디지털점,분식,2.5,서울 구로구 디지털로31길 12 태평양물산별관 1층 108호,매일 11:30 ~ 23:00,02-866-2821,31,6건
새마을정육점식당,육류/고기,3.6,서울 구로구 경인로 612,,02-2677-2020,2,5건
스시하랑,초밥/롤,4.9,서울 구로구 디지털로31길 81 1층,월~토 11:30 ~ 21:30 · 브레이크타임 월~토 15:00 ~ 16:00,02-867-7491,14,14건
타오,중화요리,1.9,서울 구로구 디지털로 288 대륭포스트타워1차 지하 1층,매일 10:00 ~ 22:00,02-2082-2888,13,9건
통큰갈비 고척점,갈비,5.0,서울 구로구 경인로47길 22,,02-2685-9285,7,1건
이디야커피 고척사거리점,커피전문점,5.0,서울 구로구 고척로 228-6,,02-2060-7843,2,1건
사랑방손칼국수보쌈,국수,5.0,서울 구로구 경인로38길 12,,02-3666-6632,6,4건
맘스터치 구로신도림점,패스트푸드,3.4,서울 구로구 경인로59길 8 태영프라자 2층 207호,,02-2068-8563,8,8건
땅스부대찌개 구로시장,찌개/전골,5.0,서울 구로구 도림로 65,매일 10:00 ~ 21:00,02-864-8599,7,1건
도미노피자 구로점,피자,4.0,서울 구로구 구로동로 218,,02-859-3082,1,4건
황가네 맛있는포장마차,실내포장마차,5.0,서울 구로구 경인로35길 131-25,,070-8635-1252,7,2건
아이마라,중식,5.0,서울 구로구 공원로8길 59 1층,,02-865-0999,10,9건
개성진찹쌀순대,순대,5.0,서울 구로구 고척로40길 30 1층,월~토 09:30 ~ 24:00,02-3666-8243,6,3건
1988옛날통닭 오류점,치킨,2.5,서울 구로구 오류로8길 63,,02-2614-9777,2,2건
윤커피,카페,4.9,서울 구로구 경인로15길 19 1층 102호,월~토 11:00 ~ 22:00,070-7793-0477,17,8건
박용석스시,일식집,0.0,서울 구로구 도림로 15,,02-837-3336,0,0건
노랑통닭 신도림점,치킨,1.3,서울 구로구 새말로18길 20-15,영업시간 매일 15:00 ~ 24:00,02-859-2942,8,3건
서양포차,실내포장마차,3.8,서울 구로구 디지털로27길 52,매일 11:30 ~ 02:00,02-855-5141,15,4건
고마워케이크 롯데시티호텔점,제과/베이커리,2.5,서울 구로구 디지털로 300 롯데시티호텔 구로 1층,매일 10:30 ~ 22:30,,35,8건
투썸플레이스 구로대륭1차점,커피전문점,2.4,서울 구로구 디지털로 288 대륭포스트타워1차 1층 114호,월~금 07:00 ~ 23:00,02-866-2644,5,5건
하우돈곱창 신도림점,곱창/막창,4.0,서울 구로구 공원로6나길 35-21,매일 14:00 ~ 02:00,02-858-5256,36,8건
그린머그,카페,3.8,서울 구로구 새말로18길 24,,,24,5건
