식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
향미숯불양꼬치,양꼬치,3.8,서울 광진구 긴고랑로 71 1층,매일 12:00 ~ 01:00,02-3437-5188,34,8건
싸움의고수 건대점,족발/보쌈,4.7,서울 광진구 동일로20길 119,매일 11:00 ~ 22:30,02-464-1134,13,25건
가마로,육류/고기,3.8,서울 광진구 동일로22길 100 1층,매일 00:00 ~ 24:00,02-464-2202,47,5건
섬진강민물장어,장어,2.0,서울 광진구 동일로 190 1층,매일 11:00 ~ 22:00,,12,4건
바다회포차,회,3.0,서울 광진구 자양번영로12길 5-3,영업시간 매일 18:00 ~ 05:00,02-458-9116,24,5건
능동샐러드,양식,4.6,서울 광진구 능동로13길 10-7,월~토 10:30 ~ 21:30 · 브레이크타임 월~토 15:00 ~ 16:30,,70,19건
플레이독스,보드카페,4.4,서울 광진구 능동로 163 지하 1층,영업시간 월~금 13:00 ~ 22:30,02-497-5789,31,7건
바다여행,회,3.0,서울 광진구 능동로 360-1,,02-455-7238,41,2건
짚신매운갈비찜 건대점,갈비,2.6,서울 광진구 아차산로33길 39,매일 11:00 ~ 02:00,02-466-8902,44,12건
개미집1,한식,3.6,서울 광진구 광나루로24길 12 2층,매일 10:00 ~ 24:00,02-444-2167,21,11건
군산아구동태해물찜탕,매운탕/해물탕,2.7,서울 광진구 용마산로 34,매일 11:00 ~ 23:00,02-455-4077,10,10건
KFC 세종대점,패스트푸드,2.6,서울 광진구 광나루로 396 1/ 2층,매일 10:30 ~ 01:00,02-461-3635,14,14건
산쪼메 구의점,일본식라면,3.6,서울 광진구 아차산로51길 10 1층,매일 11:00 ~ 22:00,02-444-5202,14,10건
능동국시,국수,3.0,서울 광진구 능동로35길 23,,02-464-8877,30,14건
왕십리정곱창,곱창/막창,3.6,서울 광진구 능동로19길 5 1/ 2층,영업시간 월~토 16:00 ~ 02:00,02-497-9610,27,10건
제일곱창,곱창/막창,4.1,서울 광진구 아차산로29길 57,영업시간 매일 15:00 ~ 24:00,02-461-1719,18,7건
아웃백스테이크하우스 딜리버리건대점,패밀리레스토랑,0.0,서울 광진구 광나루로 361 광진동양파라곤,매일 11:00 ~ 22:30,1811-3650,6,0건
후문카페,카페,2.9,서울 광진구 능동로36길 183,매일 10:00 ~ 22:00,,60,8건
호호닭발포차,실내포장마차,3.1,서울 광진구 동일로24길 96 1층,영업시간 매일 15:00 ~ 03:00,02-465-3455,28,9건
갯마을해물탕해물찜아구찜,매운탕/해물탕,4.3,서울 광진구 아차산로 443,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-454-6279,6,4건
연탄돼지갈비 자양점,갈비,4.3,서울 광진구 자양번영로 69,,010-9063-8817,9,10건
그랜드워커힐서울 금룡,중화요리,4.0,서울 광진구 워커힐로 177 본관1층,,02-450-4512,44,3건
문가네정육식당 구의직영점,육류/고기,3.4,서울 광진구 자양로18길 73 1층,매일 11:30 ~ 24:00,02-457-5687,31,7건
잇타이,태국음식,4.1,서울 광진구 동일로20길 105 2층,매일 11:00 ~ 22:00,02-6212-1319,53,15건
돈스타,육류/고기,4.8,서울 광진구 능동로6길 8 1층,화~일 11:30 ~ 22:00 · 브레이크타임 화~일 14:30 ~ 16:30,02-456-8592,30,6건
쉐프의콜렉션,일식,4.7,서울 광진구 구의강변로 64 구의아크로리버 1층,영업시간 월~토 18:00 ~ 01:00,010-7237-7680,39,13건
오늘도/내일도,카페,4.2,서울 광진구 아차산로 403-6 1층,월~금 08:00 ~ 22:00,,30,17건
장원참숯민물장어,장어,5.0,서울 광진구 면목로 30,영업시간 매일 15:00 ~ 23:00,02-497-8074,11,2건
뢰베,카페,4.7,서울 광진구 자양번영로1길 24,영업시간 월~토 13:00 ~ 21:00,010-2094-6680,25,11건
장원칼국수,국수,3.8,서울 광진구 군자로 137,월~금 11:00 ~ 20:00,02-467-5322,15,12건
두끼떡볶이 건대점,떡볶이,2.2,서울 광진구 아차산로 241 연한빌딩 2층 204호,매일 11:00 ~ 22:00,02-462-7792,27,9건
오사이초밥,초밥/롤,3.9,서울 광진구 군자로 14 1층,월~금 12:00 ~ 21:00,02-6404-5420,57,29건
중화호반닭갈비 아차산점,닭요리,3.4,서울 광진구 천호대로129길 79,화~일 12:00 ~ 23:00,02-2201-8292,18,8건
일상식당,돈까스/우동,3.8,서울 광진구 자양로 130 1층,,02-453-8760,16,11건
웰빙멸치국수,국수,3.5,서울 광진구 아차산로 309,화~토 11:00 ~ 02:00,02-456-1516,30,15건
난바다스시 구의본점,초밥/롤,3.5,서울 광진구 자양로 109,매일 11:30 ~ 22:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-457-9666,12,21건
신성손칼국수,국수,5.0,서울 광진구 영화사로 10 신성시장 내,,02-447-4825,6,5건
맷돌로만,두부전문점,4.0,서울 광진구 자양로 135 1층,,02-593-1233,7,22건
울트라곱창,곱창/막창,4.3,서울 광진구 동일로24길 95-1,둘째/넷째 화요일,02-468-5997,22,7건
스테이크어스 건대점,스테이크/립,4.6,서울 광진구 아차산로 229 한림타워 2층,매일 11:00 ~ 22:00,,57,12건
우리맛금일푸른바다,장어,4.4,서울 광진구 능동로37길 14 1층,월~토 11:00 ~ 22:00,02-454-7661,7,12건
바른치킨 건대역점,치킨,4.6,서울 광진구 아차산로29길 7 1/2층,영업시간 매일 14:00 ~ 03:00,02-466-6001,26,30건
달팽이부엌,일식,4.5,서울 광진구 자양번영로4길 19 1층,화~일 11:30 ~ 20:30 · 브레이크타임 화~금 14:30 ~ 17:30,02-6952-2677,41,22건
강나루 유황오리주물럭 본점,오리,4.0,서울 광진구 아차산로57길 5,화~일 11:30 ~ 22:30,02-452-5251,25,4건
대구반야월막창 군자점,곱창/막창,3.5,서울 광진구 천호대로 571,,02-452-1657,19,2건
92도,카페,3.5,서울 광진구 천호대로110길 40,월~토 11:30 ~ 22:00,02-2201-2292,8,8건
포남딘,베트남음식,4.9,서울 광진구 긴고랑로13길 10 2층 201호,화~일 10:30 ~ 21:30,010-3351-2029,27,31건
옛맛서울불고기 건대점,불고기/두루치기,4.3,서울 광진구 아차산로 305,월~토 11:30 ~ 22:00,070-8235-8889,10,9건
동북풍미,양꼬치,4.7,서울 광진구 동일로18길 90,매일 12:00 ~ 24:00,02-468-9493,95,14건
라이거마라탕 건대점,중식,4.6,서울 광진구 능동로 50 1층 103호,화~일 11:00 ~ 23:30 · 브레이크타임 화~일 15:00 ~ 17:00,,38,25건
타코벨 건대스타시티점,멕시칸/브라질,3.1,서울 광진구 아차산로 272 지하1층,매일 11:00 ~ 22:00,,17,15건
아차산손두부,두부전문점,2.5,서울 광진구 영화사로 68,화~금 10:00 ~ 22:00,02-453-4238,22,4건
탐앤탐스 탐스커버리 건대점,커피전문점,1.3,서울 광진구 아차산로 236 1~3층,매일 07:00 ~ 22:00,02-465-4565,20,7건
세종원,중화요리,4.6,서울 광진구 광나루로 373,매일 10:30 ~ 21:00,02-499-1800,17,14건
스타벅스 건국클래식,커피전문점,3.5,서울 광진구 능동로 90 더클래식500 1층 C102/103호,월~목 07:00 ~ 20:00,1522-3232,6,10건
곽만근갈비탕 건대역점,갈비,1.4,서울 광진구 능동로 110 스타시티 영존 B동 3층 301호,매일 11:00 ~ 22:00,02-2218-4567,29,7건
소래포구,회,1.3,서울 광진구 동일로22길 82,,02-468-7052,14,7건
스타벅스 자양사거리,커피전문점,4.3,서울 광진구 아차산로 355 타워 더 모스트 아크로텔 1층,월~금 07:30 ~ 21:00,1522-3232,6,8건
고망고 건대1호점,카페,4.6,서울 광진구 아차산로30길 8 1층 2호,매일 11:00 ~ 22:00,,74,29건
중경소면관,중화요리,2.8,서울 광진구 아차산로30길 42,매일 06:30 ~ 20:00,02-462-7712,53,17건
투썸플레이스 아차산역점,커피전문점,4.0,서울 광진구 천호대로 642 1/2층,매일 08:00 ~ 22:00,02-454-7789,6,8건
소금창고 건대점,갈비,4.7,서울 광진구 동일로24길 86,영업시간 월~금 17:00 ~ 02:00,02-499-4109,53,3건
스타벅스 자양점,커피전문점,3.0,서울 광진구 능동로 50 이튼타워리버2차 상가 108호,매일 07:30 ~ 21:30,1522-3232,9,11건
롬곡,카페,4.7,서울 광진구 광나루로17길 18 1층,매일 10:00 ~ 23:00,070-4078-4432,12,10건
제주올레포차 본점 숨비소리,실내포장마차,5.0,서울 광진구 능동로19길 17 1층,영업시간 매일 16:30 ~ 03:00,02-466-5892,11,2건
써브웨이 군자역점,샌드위치,2.2,서울 광진구 능동로 290 삼일빌딩,매일 08:00 ~ 23:00,02-456-6444,17,27건
줄리앤몰리,디저트카페,5.0,서울 광진구 뚝섬로59길 67 1층,,010-5393-4618,19,1건
어사출또 구의역점,회,2.8,서울 광진구 아차산로 377 1층,,,18,8건
왕십리불로곱창,곱창/막창,4.6,서울 광진구 자양번영로 20,영업시간 월~토 16:00 ~ 02:00,02-454-9399,19,7건
안흥갈비 중곡점,갈비,3.7,서울 광진구 능동로 373 2층,매일 10:00 ~ 24:00,02-499-1204,23,3건
백일도,한식,3.3,서울 광진구 능동로47길 37,영업시간 화~일 15:00 ~ 24:00,02-467-8822,45,7건
홍대마늘떡볶이 건대직영점,떡볶이,1.5,서울 광진구 능동로13길 10,매일 11:30 ~ 23:00,010-7765-8355,46,11건
마루샤브 구의점,한식,2.3,서울 광진구 아차산로 355 타워더모스트광진아크로텔 지하1층,매일 11:30 ~ 21:30,02-2024-4400,10,12건
바나바나 건대본점,떡볶이,1.4,서울 광진구 동일로20길 72 1층,매일 11:30 ~ 22:30,02-466-9997,343,11건
하나참치 군자점,참치회,3.5,서울 광진구 능동로35길 22,영업시간 월~토 15:00 ~ 02:00,02-498-3733,5,6건
쿵푸소룽샤,중화요리,4.5,서울 광진구 동일로18길 37,매일 11:00 ~ 23:00,02-463-8898,125,15건
카페704호,카페,4.8,서울 광진구 아차산로41길 44 서경빌딩 1층,월/화/목/금/토/일 11:00 ~ 22:00,010-4424-3860,27,13건
동대문곱창,곱창/막창,4.7,서울 광진구 아차산로49길 9 1층,영업시간 매일 16:00 ~ 24:00,02-455-9194,15,9건
더키즈 프리미엄키즈카페,키즈카페,4.0,서울 광진구 면목로 57 경원타운 3층 301호,화~금 11:00 ~ 20:00,02-464-0783,4,1건
왕대박마카오포차,실내포장마차,2.3,서울 광진구 동일로22길 81,,010-2018-0200,0,3건
최고당돈까스 건대점,돈까스/우동,3.7,서울 광진구 동일로20길 67 1층,,02-461-1601,57,10건
써브웨이 건대입구점,샌드위치,1.9,서울 광진구 아차산로 241 연한빌딩 102호,월~금 10:30 ~ 24:00,02-499-9292,7,36건
