식당이름,구분,평점,주소,영업시간,전화번호,리뷰수,별점건수
미스사이공 독산역점,베트남음식,5.0,서울 금천구 가산디지털1로 5 대륭테크노타운20차 122/123호,월~금 11:00 ~ 20:00,02-2225-0090,8,2건
죠스떡볶이 가산디지털점,떡볶이,3.0,서울 금천구 벚꽃로 298 대륭포스로 6차 1층 102호,월~토 11:00 ~ 21:00,02-865-1777,6,3건
샘버거,햄버거,4.4,서울 금천구 시흥대로 399 씨티렉스 1층 120호,둘째/넷째 화요일,02-805-0708,27,7건
을지로통일집,육류/고기,2.6,서울 금천구 벚꽃로 286 삼성리더스타워 지하1층 118/ 119호,영업시간 월~금 17:00 ~ 21:00,02-837-0105,1,5건
초가삼계탕,삼계탕,5.0,서울 금천구 시흥대로38길 43,,02-893-9939,3,4건
파리바게뜨 금천정훈단지점,제과/베이커리,2.0,서울 금천구 독산로 211 1층,매일 00:00 ~ 24:00,02-892-8289,3,1건
라쿵푸마라탕,중화요리,2.2,서울 금천구 시흥대로52길 46 2층,,,8,5건
팔공커피,카페,5.0,서울 금천구 금하로1마길 21-6 1층,매일 09:00 ~ 22:00,02-899-1963,6,2건
고구려,중화요리,3.6,서울 금천구 가산로 53,매일 00:00 ~ 24:00,02-869-5255,5,11건
커피팩토리 쏘 미니점,카페,5.0,서울 금천구 시흥대로141길 67 1층,,02-853-5502,2,2건
시골밥상,한식,0.0,서울 금천구 시흥대로92길 3,,02-808-2929,2,0건
제주탐하리,육류/고기,4.0,서울 금천구 가산로9길 12-8 1층,영업시간 매일 16:00 ~ 24:00,,52,5건
더진국 독산점,국밥,4.0,서울 금천구 두산로 70 현대지식산업센터 지하1층 118호,,02-2169-2882,2,1건
라복궁,중식,5.0,서울 금천구 가산로9길 12-8 1층 113호,매일 10:00 ~ 23:00,,4,6건
메가커피 가산SKV1점,커피전문점,0.0,서울 금천구 가산디지털1로 171 1층,,02-6244-8028,4,0건
한솥도시락 가산디지털단지점,도시락,2.0,서울 금천구 가산디지털2로 108 뉴티캐슬 1층 106호,매일 08:00 ~ 20:00,02-857-2114,6,8건
피자알볼로 금천구청점,피자,2.8,서울 금천구 독산로 54,매일 11:00 ~ 22:00,02-891-8495,5,4건
카페마레,카페,5.0,서울 금천구 금하로 760-1 1층,월~토 07:00 ~ 24:00,02-807-4468,0,5건
중독 본점,분식,3.5,서울 금천구 가산디지털2로 138,,02-6672-6102,6,2건
교촌치킨 시흥1호점,치킨,1.9,서울 금천구 금하로 753-1,매일 12:00 ~ 24:00,02-806-9990,2,8건
문래돼지불백 가산점,육류/고기,3.0,서울 금천구 디지털로 121 에이스가산타워 1층 106호,월~토 10:00 ~ 21:00,02-3016-7959,9,5건
피자헛 금천시흥점,피자,3.5,서울 금천구 은행나무로 43,,02-807-5551,1,2건
파삼쭈삼 시흥점,한식,5.0,서울 금천구 시흥대로52길 52 1층,,02-893-8353,10,4건
술까락 가신직영점,호프/요리주점,4.5,서울 금천구 벚꽃로 278 에스제이테크노빌 지하1층 B135호,월~금 10:30 ~ 22:30,02-3397-0007,14,2건
판데오로,제과/베이커리,3.0,서울 금천구 가산디지털1로 186 제이플라츠1층,월~금 07:00 ~ 21:00,,22,7건
한방이쁜오리,오리,3.0,서울 금천구 독산로 310,,02-866-1415,5,4건
투썸플레이스 가산대성디폴리스점,커피전문점,1.0,서울 금천구 서부샛길 606,월~금 07:30 ~ 21:30,02-861-8070,3,3건
동남부대찌개,찌개/전골,4.0,서울 금천구 가산디지털1로 151,,,13,2건
위드어나드,카페,0.0,서울 금천구 시흥대로30길 12 1층,월/화/수/일요일,,17,0건
반올림피자샵 서울금천구점,피자,3.8,서울 금천구 독산로64길 15,매일 12:00 ~ 23:30,02-808-8292,11,4건
곱분이곱창 시흥사거리점,곱창/막창,0.0,서울 금천구 시흥대로52길 38 1층,,02-807-1113,5,0건
어촌마을,해물/생선,4.3,서울 금천구 범안로 1242,,02-805-8658,2,4건
BS수산,회,0.0,서울 금천구 탑골로 14,,02-809-5988,2,0건
모노,카페,5.0,서울 금천구 독산로62길 30 1층,화~토 13:00 ~ 24:00,0507-1350-9965,6,8건
강남찌개마을,찌개/전골,4.9,서울 금천구 시흥대로63길 27,,02-892-9955,6,8건
돼지네 연탄구이,육류/고기,3.0,서울 금천구 시흥대로122길 27,영업시간 매일 17:00 ~ 22:00,02-858-1820,12,2건
연탄마을,육류/고기,5.0,서울 금천구 가산디지털2로 136 승일벤처타운 1층 106호,매일 09:00 ~ 24:00,02-866-1245,6,2건
BHC치킨 시흥점,치킨,2.7,서울 금천구 독산로 114,매일 12:00 ~ 24:00,02-808-9898,0,11건
오참치,참치회,5.0,서울 금천구 금하로1마길 15 1층,영업시간 매일 17:00 ~ 02:00,,5,4건
이가네소한마리,육류/고기,5.0,서울 금천구 시흥대로52길 24,매일 14:00 ~ 02:00,02-891-7656,4,1건
마왕족발 독산점,족발/보쌈,2.3,서울 금천구 독산로68길 14,,070-8225-0807,6,3건
춘천골,사철탕/영양탕,3.5,서울 금천구 벚꽃로42길 8,,02-857-1577,7,4건
롯데리아 구로가산점,패스트푸드,2.8,서울 금천구 디지털로 188 지하 1층,매일 10:00 ~ 21:00,02-2081-0992,1,4건
할리스 가산점,커피전문점,5.0,서울 금천구 가산디지털2로 165 백상스타타워2 1층 5호,월~토 07:30 ~ 21:00,02-862-7940,2,2건
만다린,중화요리,5.0,서울 금천구 독산로 112 2층,,02-808-4166,1,2건
오늘돈카츠,돈까스/우동,4.9,서울 금천구 가산디지털1로 171 가산SKV1센터 1층 103호,월~금 11:00 ~ 20:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-6244-8899,45,8건
비마트,간식,0.0,서울 금천구 시흥대로 368,,,0,0건
고가네장충왕족발 시흥본점,족발/보쌈,5.0,서울 금천구 금하로 733,매일 14:00 ~ 24:00,02-807-8878,7,3건
두끼떡볶이 롯데마트금천점,떡볶이,3.1,서울 금천구 시흥대로 291 지하1층,매일 11:00 ~ 22:00,02-804-2771,12,8건
돼지네연탄구이,육류/고기,5.0,서울 금천구 가산로9길 12,,02-851-5756,6,1건
이디야커피 시흥사거리점,커피전문점,4.3,서울 금천구 시흥대로63길 8,매일 09:00 ~ 22:00,02-802-2933,1,3건
빽다방 독산롯데점,커피전문점,2.8,서울 금천구 시흥대로 399 시티렉스 1층 102호,월~금 08:00 ~ 23:00,02-805-8885,9,8건
우뜨래,육류/고기,5.0,서울 금천구 가산로 146 2층,,02-3281-5333,3,1건
광명대창집 서울시흥점,곱창/막창,5.0,서울 금천구 시흥대로52길 46 1층,영업시간 매일 16:00 ~ 02:00,02-6956-7199,46,1건
곱창고 가산디지털점,곱창/막창,3.0,서울 금천구 가산디지털1로 131 byc 하이시티 1층 c동 122호,영업시간 매일 15:00 ~ 02:00,02-869-9292,2,2건
역전할머니맥주,호프/요리주점,0.0,서울 금천구 시흥대로122길 29,,,0,0건
87닭강정 시흥은행나무점,닭강정,4.4,서울 금천구 은행나무로 51 1층,,02-807-8707,4,5건
통영수산,회,1.5,서울 금천구 가산디지털1로 128 STXV타워 1층 111호,,02-859-8885,9,4건
편백가원,육류/고기,3.7,서울 금천구 디지털로10길 9 6층,,,3,3건
족발야시장 금천구청점,족발/보쌈,4.2,서울 금천구 시흥대로 291 금천롯데캐슬골드파크3차상가 1층 B26호,영업시간 매일 16:00 ~ 01:00,02-809-4969,31,5건
왕돈까스&왕냉면 독산점,돈까스/우동,4.5,서울 금천구 독산로 201-1,매일 10:00 ~ 22:00,02-805-8055,4,2건
진케이,음식점,0.0,서울 금천구 디지털로10길 69,,,3,0건
꾸미,해물/생선,5.0,서울 금천구 가산디지털1로 142 더스카이밸리 1층 130호,월~금 11:00 ~ 21:00,02-2067-0065,66,4건
엔제리너스 가산SKV1점,커피전문점,5.0,서울 금천구 가산디지털1로 171 1층,월~금 08:00 ~ 22:00,02-6244-8267,1,1건
푸라닭치킨 시흥점,치킨,5.0,서울 금천구 금하로23길 40,,02-892-9206,1,3건
목포회수산,회,3.7,서울 금천구 남부순환로108길 21 1층,영업시간 매일 16:00 ~ 02:00,02-837-7083,5,3건
정성,일본식라면,0.0,서울 금천구 가산디지털1로 128 STXV타워 지하 1층 B129호,월~금 11:00 ~ 22:00,02-851-0066,23,0건
커피빈 마리오아울렛점,커피전문점,4.3,서울 금천구 디지털로9길 23 2관 패션타워 3층,매일 10:30 ~ 21:30,02-857-5501,4,3건
도을생고기집,육류/고기,5.0,서울 금천구 가산로9길 12-8,영업시간 매일 16:30 ~ 03:00,02-839-4451,18,1건
원조연탄불구이,육류/고기,0.0,서울 금천구 시흥대로57길 41 1층,,02-896-5919,2,0건
우리나라,중화요리,4.5,서울 금천구 시흥대로84가길 24,,02-894-0700,0,8건
슬로우앤티,샌드위치,4.3,서울 금천구 가산디지털1로 142 가산 더스카이밸리 1차 1층 114호,월~금 08:00 ~ 20:00,0508-4216-1293,22,3건
오유미당 가산센트럴점,돈까스/우동,0.0,서울 금천구 디지털로10길 69,매일 11:00 ~ 22:00 · 브레이크타임 매일 15:00 ~ 17:00,02-867-5615,34,0건
곱창의전설 독산점,곱창/막창,4.0,서울 금천구 독산로 241 1층,영업시간 매일 16:00 ~ 24:00,070-8159-1122,6,1건
족발야시장 가산두산위브점,족발/보쌈,0.0,서울 금천구 가산로 116 1층,,02-864-4969,32,0건
통닭이야기 시흥본점,치킨,4.0,서울 금천구 금하로 617-3,,02-802-2929,4,3건
푸라닭치킨 독산점,치킨,4.5,서울 금천구 시흥대로 315,매일 13:00 ~ 24:00,02-804-9206,1,2건
메가커피 금천가산점,커피전문점,0.0,서울 금천구 가산로 115,,,2,0건
코애,베트남음식,4.7,서울 금천구 가산디지털2로 127-33 가산대명벨리온 1층 103호,매일 11:00 ~ 21:00 · 브레이크타임 매일 15:30 ~ 17:00,,4,7건
꽃히다,일본식주점,3.0,서울 금천구 가산디지털1로 168 우림라이온스밸리 A동 221호,월~금 14:00 ~ 18:00,,16,2건
나뚜루 가산디지털점,아이스크림,3.0,서울 금천구 가산디지털1로 186 제이플라츠 A동 103호,매일 10:30 ~ 23:00,02-2028-6126,3,1건
백채김치찌개 가산디지털단지점,찌개/전골,3.3,서울 금천구 가산디지털2로 98 롯데IT캐슬 1차 2동 110-3호,월~금 11:00 ~ 21:30 · 브레이크타임 월~금 15:30 ~ 17:00,0507-1393-1018,10,3건
왕김말이랑떡볶이,분식,3.3,서울 금천구 벚꽃로 278,매일 14:00 ~ 21:00,,8,3건
함병현김치말이국수 구로디지털점,국수,0.0,서울 금천구 가산디지털1로 83 가산주물럭,,,0,0건
베트남쌀국수,베트남음식,0.0,서울 금천구 범안로 1190 1층,,,1,0건
우아한곱창,곱창/막창,3.5,서울 금천구 가산디지털2로 142-16,월~금 11:00 ~ 23:00,02-6326-5303,17,2건
